posting_id,공사명,종목,대업종,발주처,지역약칭,기초금액,추정가격,예정가격,예정가격사정률,1순위금액,1순위사정률,1순위업체,참여업체수,개찰일,검색지역,연차구분
[20240428219-00],기초 A값 수의 관내 양산천(금산지구) 하상정비공사 [20240428219-00],토공,지반조성.포장,경상남도 양산시,양산,"61,500,000","55,909,091","61,217,325",-0.45964,"54,062,760",-0.42992,주식회사 청산종합건설,31,24/04/23 15:00,경남,2~3년전
[20240428208-00],기초 A값 수의 관내 양산천(북정지구) 하상정비공사 [20240428208-00],토공,지반조성.포장,경상남도 양산시,양산,"75,000,000","68,181,819","75,524,275",0.69903,"66,679,610",0.71429,이하건설(주),31,24/04/23 15:00,경남,2~3년전
[20240428192-00],기초 A값 수의 관내 양산천(다방지구) 하상정비공사 [20240428192-00],토공,지반조성.포장,경상남도 양산시,양산,"83,500,000","75,909,091","83,148,125",-0.42141,"73,450,023",-0.36420,강진건설 주식회사,31,24/04/23 15:00,경남,2~3년전
[2024-05758],기초 A값 순공사 24-00부대 노후 급수 시설 개선 공사 [2024-05758],상.하수도,상.하수도,해군군수사령부,경남,"217,000,000","201,415,455","217,086,543",0.03988,"191,766,600",0.04231,광원산업(주),307,24/04/23 14:30,경남,2~3년전
[20240425984-00],기초 A값 수의 관내 2024년 도천동 도리1길 보도블록 정비공사 [20240425984-00],포장,지반조성.포장,경상남도 통영시,통영,"62,760,000","57,054,546","62,684,450",-0.12038,"55,339,281",-0.11190,주식회사 동성산업,18,24/04/23 14:00,경남,2~3년전
[20240425910-00],기초 A값 수의 관내 미수동 어린이보호구역(신화유치원~경남아파트) 도로정비 공사 [20240425910-00],포장,지반조성.포장,경상남도 통영시,통영,"33,800,000","30,727,273","33,603,775",-0.58055,"29,929,324",-0.54721,주식회사 민건,18,24/04/23 14:00,경남,2~3년전
[20240429313-00],기초 A값 수의 관내 고성군 거류우체국 앞 삼거리 교차로 개선사업 [20240429313-00],포장,지반조성.포장,경상남도 고성군,고성,"36,530,000","33,209,091","36,522,750",-0.01985,"32,280,376",0.14870,주식회사 대호,19,24/04/23 12:00,경남,2~3년전
[20240429277-00],기초 A값 수의 관내 군도12호선(내대~거림) 도로 아스콘 재포장공사 [20240429277-00],포장,지반조성.포장,경상남도 산청군 시천면,산청,"116,600,000","106,000,000","116,027,525",-0.49098,"102,402,700",-0.41456,주식회사 정진건설,23,24/04/23 12:00,경남,2~3년전
[20240428612-00],기초 A값 수의 관내 마동농공단지 진입도로 재포장공사 [20240428612-00],포장,지반조성.포장,경상남도 고성군,고성,"59,900,000","54,454,546","60,093,375",0.32282,"53,058,000",0.34239,주식회사 선우토건,20,24/04/23 11:00,경남,2~3년전
[20240428572-00],기초 A값 수의 관내 스포츠파크 파크골프 임시구장 추가조성공사 [20240428572-00],토공,지반조성.포장,경상남도 남해군,남해,"79,890,000","72,627,273","80,041,250",0.18932,"70,683,360",0.22300,엠지건설 주식회사,12,24/04/23 11:00,경남,2~3년전
[20240428233-00],기초 A값 수의 관내 입찰대행]스마트검침시스템 구축사업(24-3차 장대동) [20240428233-00],상.하수도,상.하수도,경상남도 진주시,진주,"49,170,000","44,700,000","49,269,850",0.20307,"43,625,000",0.24276,주식회사 청림에코건설,54,24/04/23 11:00,경남,2~3년전
[20240427778-00],기초 A값 수의 관내 소계지하차도 인근 보도블록 및 안전휀스 정비공사 [20240427778-00],포장,지반조성.포장,경상남도 창원시 의창구,창원,"64,140,000","58,309,091","64,251,675",0.17411,"57,505,700",0.17560,(주)덕중건설,110,24/04/23 11:00,경남,2~3년전
[20240426873-00],기초 A값 수의 관내 장천대동다숲아파트 사거리 대각선 횡단보도 설치공사-수의계약(소액수의) 견적 제출 안내 공고 [20240426873-00],포장,지반조성.포장,경상남도 창원시 진해구,창원,"33,900,000","30,818,182","33,619,750",-0.82670,"29,965,153",-0.75211,주식회사 태명,108,24/04/23 11:00,경남,2~3년전
[2024-05751],기초 A값 순공사 상호진출 24-00사 암사면 보강 공사 [2024-05751],토목/토건/토공/금속구조물.창호.온실/보링.그라우팅.파일,지반조성.포장/금속창호.지붕건축물조립,해군군수사령부,경남,"444,000,000","411,960,000","448,378,610",0.98617,"396,128,000",0.98778,서한건설 주식회사,561,24/04/23 10:30,경남,2~3년전
[20240425842-00],기초 A값 수의 관내 북정동(소3-63호선)외 1개소 도로재포장공사 [20240425842-00],포장,지반조성.포장,경상남도 양산시,양산,"34,860,000","31,690,909","34,956,075",0.27560,"30,813,780",0.57986,백산건설(주),24,24/04/22 15:00,경남,2~3년전
[20240426474-01],정정 기초 A값 순공사 단장 새마마을 지방상수도 매설공사(상하수도설비) (긴급공고) (정정공고) [20240426474-01],상.하수도,상.하수도,경상남도 밀양시,경남,"289,520,000","263,200,000","290,301,025",0.26976,"256,525,900",0.26992,주식회사 미래개발,466,24/04/22 13:00,경남,2~3년전
[20240426466-01],정정 기초 A값 순공사 상동 오곡 음지마을 지방상수도 매설공사(상하수도설비) (긴급공고) (정정공고) [20240426466-01],상.하수도,상.하수도,경상남도 밀양시,경남,"298,910,000","271,736,364","296,047,975",-0.95749,"261,895,690",-0.95660,부광건설 주식회사,462,24/04/22 13:00,경남,2~3년전
[20240426462-01],정정 기초 A값 순공사 상동 오곡 양지마을 지방상수도 매설공사(상하수도설비) (긴급공고) (정정공고) [20240426462-01],상.하수도,상.하수도,경상남도 밀양시,경남,"231,040,000","210,036,364","230,119,900",-0.39825,"203,609,218",-0.38570,케이에이치 주식회사,468,24/04/22 13:00,경남,2~3년전
[20240426449-01],정정 기초 A값 순공사 상동 내매화마을 지방상수도 매설공사 (긴급공고) (정정공고) [20240426449-01],상.하수도,상.하수도,경상남도 밀양시,경남,"227,540,000","206,854,546","225,397,200",-0.94173,"199,185,160",-0.94171,반석건설주식회사,470,24/04/22 13:00,경남,2~3년전
[20240426419-00],기초 A값 수의 관내 상동 외매화마을 지방상수도 매설공사(상하수도설비) [20240426419-00],상.하수도,상.하수도,경상남도 밀양시,밀양,"179,760,000","163,418,182","179,381,650",-0.21048,"158,520,110",-0.18071,주식회사 수정이앤씨,41,24/04/22 13:00,경남,2~3년전
[20240426411-00],기초 A값 수의 관내 상동 도가마을 지방상수도 매설공사(상하수도설비) [20240426411-00],상.하수도,상.하수도,경상남도 밀양시,밀양,"171,220,000","155,654,546","170,306,150",-0.53373,"150,747,987",-0.47190,(주)미래건설,41,24/04/22 13:00,경남,2~3년전
[20240424557-00],기초 A값 수의 관내 등지교차로~십이리간(군도25호선) 도로재포장공사 [20240424557-00],포장,지반조성.포장,경상남도 창녕군,창녕,"34,200,000","31,090,909","34,478,450",0.81418,"30,447,000",0.85880,주식회사태창건설,14,24/04/22 13:00,경남,2~3년전
[20240426457-00],기초 A값 수의 관내 가북면 내촌마을 취수원 정비공사 [20240426457-00],상.하수도,상.하수도,경상남도 거창군 수도사업소,거창,"41,151,000","37,410,000","41,438,075",0.69761,"36,612,000",0.76090,주식회사 곰건설,22,24/04/22 11:00,경남,2~3년전
[20240425213-00],기초 A값 수의 관내 함안천(지방하천) 장명지구 하도준설공사 [20240425213-00],토공,지반조성.포장,경상남도 함안군,함안,"68,400,000","62,181,819","69,061,325",0.96684,"61,467,600",1.72444,동성조경주식회사,23,24/04/22 11:00,경남,2~3년전
[20240423999-00],기초 A값 순공사 상호진출 24년 낙동강하류(3권역) 하천유지보수공사 (긴급공고) [20240423999-00],토목/토건/포장/토공/도장/습식.방수/조경식재/조경시설물/석공/보링.그라우팅.파일,지반조성.포장/도장.습식.방수.석공/조경식재.시설물,환경부 낙동강유역환경청,경남,"2,035,200,000","1,850,181,818","2,032,844,300",-0.11575,"1,781,095,391",-0.11390,평강엔지니어링주식회사,680,24/04/22 11:00,경남,2~3년전
[20240423875-00],기초 A값 순공사 상호진출 24년 낙동강하류(2권역) 하천유지보수공사 (긴급공고) [20240423875-00],토목/토건/포장/토공/도장/습식.방수/조경식재/조경시설물/석공/보링.그라우팅.파일,지반조성.포장/도장.습식.방수.석공/조경식재.시설물,환경부 낙동강유역환경청,경남,"1,860,500,000","1,691,363,636","1,862,393,100",0.10175,"1,631,872,500",0.10260,주식회사 디엠디건설,687,24/04/22 11:00,경남,2~3년전
[20240424207-01],정정 기초 A값 수의 관내 도로관리원 작업장 아스콘 덧씌우기사업 (정정공고) [20240424207-01],포장,지반조성.포장,경상남도 함양군,함양,"54,710,000","49,736,364","54,564,000",-0.26687,"48,245,300",-0.14500,대신포장건설 주식회사,18,24/04/19 11:00,경남,2~3년전
[20240422720-00],기초 A값 수의 관내 칠서일반산업단지(중로2-2호선) 인도 정비공사 [20240422720-00],포장,지반조성.포장,경상남도 함안군,함안,"96,560,000","87,781,819","96,877,000",0.32829,"85,828,590",0.35880,주식회사 태인건설,22,24/04/19 11:00,경남,2~3년전
[20240422446-00],기초 수의 관내 대산2단계 하수관로 설치사업 수밀시험 및 CCTV조사 용역 [20240422446-00],상.하수도/CCTV용역,상.하수도,경상남도 함안군,함안,"96,360,000","87,600,000","94,930,325",-1.48369,"84,430,050",-0.43251,(주)주선건설,4,24/04/19 11:00,경남,2~3년전
[20240421844-00],기초 A값 수의 관내 선구동 실비문화 특화거리 정비 공사 [20240421844-00],상.하수도,상.하수도,경상남도 사천시,사천,"45,760,000","41,600,000","45,493,500",-0.58239,"40,145,400",-0.56920,화창건설주식회사,34,24/04/19 11:00,경남,2~3년전
[20240421842-00],기초 A값 수의 관내 벌리 회전교차로 ~ 삼천포 터미널 간 보도 정비 공사 [20240421842-00],포장,지반조성.포장,경상남도 사천시,사천,"69,470,000","63,154,545","69,534,150",0.09234,"61,848,000",0.21911,호진건설주식회사,29,24/04/19 11:00,경남,2~3년전
[20240421479-00],기초 A값 수의 관내 시설공사 수의계약 견적제출 안내 공고(개금마을 장자날들 노후관로 보수공사) [20240421479-00],상.하수도,상.하수도,경상남도 거창군 가북면,거창,"51,931,000","47,210,000","51,369,525",-1.08120,"45,366,930",-0.97282,주식회사 다보건설,23,24/04/19 11:00,경남,2~3년전
[20240420238-00],기초 A값 수의 관내 마산합포구 진전면 대방마을 소규모급수시설 노후관 교체공사 [20240420238-00],상.하수도,상.하수도,경상남도 창원시 상수도사업소,창원,"87,890,000","79,900,000","87,591,000",-0.34020,"77,502,000",-0.32410,주식회사 태인엔지니어링,80,24/04/19 11:00,경남,2~3년전
[20240406596-01],정정 기초 A값 순공사 의무 상호진출 창원2처리분구(오동동 창동) 하수관로 정비공사 (정정공고) [20240406596-01],상.하수도/토목/토건,상.하수도,경상남도 창원시,전국/경남,"2,234,640,000","2,031,490,910","2,208,321,575",-1.17775,"1,938,338,211",-1.17429,(주)일촌,686,24/04/19 11:00,경남,2~3년전
[20240415490-00],A값 순공사 상호진출 삼정동 전산마을 오수관로 정비공사 (긴급공고) [20240415490-00],상.하수도/토목/토건,상.하수도,경상남도 김해시,경남,"868,420,000","789,472,727","858,483,125",-1.14425,"758,928,850",-1.13460,혜인건설 주식회사,549,24/04/18 17:00,경남,2~3년전
[20240421157-00],기초 A값 수의 관내 도장포마을 배수설비 미인입가구 설치공사 [20240421157-00],상.하수도,상.하수도,경상남도 거제시,거제,"55,341,990","50,310,900","55,379,525",0.06782,"49,015,000",0.15763,한덕건설(주),12,24/04/18 15:00,경남,2~3년전
[20240420443-00],기초 A값 수의 관내 소액소의 견적제출 안내공고[구산면 유산리 산93-3일원 사면정비공사] [20240420443-00],토공,지반조성.포장,경상남도 창원시 마산합포구,창원,"88,600,000","80,545,455","87,999,775",-0.67746,"78,013,683",-0.62540,주식회사송림건설,70,24/04/18 15:00,경남,2~3년전
[20240419884-00],기초 A값 수의 관내 상호진출 명정동 대평마을~영신빌라 도로 확장공사 [20240419884-00],토목/토건/철콘/포장/토공/보링.그라우팅.파일,철콘/지반조성.포장,경상남도 통영시,통영,"192,000,000","174,545,455","190,577,325",-0.74098,"168,880,000",-0.56071,우원건설 주식회사,32,24/04/18 14:00,경남,2~3년전
[20240424145-00],기초 A값 수의 관내 자은마을 농촌농업생활용수 정비사업 [20240424145-00],상.하수도,상.하수도,경상남도 고성군 상하수도사업소,고성,"43,420,000","39,472,727","43,796,600",0.86734,"38,693,600",0.88377,현인종합건설(주),23,24/04/18 11:00,경남,2~3년전
[20240421022-00],기초 A값 수의 관내 상대동 도동초교~전자랜드 간 도로 재포장공사 [20240421022-00],포장,지반조성.포장,경상남도 진주시,진주,"61,180,000","55,618,182","60,306,850",-1.42719,"53,187,980",-1.25350,주식회사 우강건설,48,24/04/18 11:00,경남,2~3년전
[20240420474-00],기초 A값 수의 관내 상호진출 거창읍 절부마을 도시계획도로 개설공사 [20240420474-00],토목/토건/철콘/포장/토공/상.하수도/보링.그라우팅.파일,철콘/지반조성.포장/상.하수도,경상남도 거창군,거창,"425,766,000","387,060,000","421,358,300",-1.03525,"372,603,329",-1.00410,바라종합건설 주식회사,37,24/04/18 11:00,경남,2~3년전
[20240420438-00],기초 A값 수의 관내 신성타이어 주변 도시계획도로 개설공사 [20240420438-00],포장,지반조성.포장,경상남도 거창군,거창,"172,876,000","157,160,000","173,199,775",0.18728,"153,053,610",0.19590,거룡건설 주식회사,26,24/04/18 11:00,경남,2~3년전
[20240420310-00],기초 A값 수의 관내 평산남로 도로 재포장 공사 [20240420310-00],포장,지반조성.포장,경상남도 양산시 웅상출장소,양산,"27,650,000","25,136,364","27,513,125",-0.49503,"24,196,278",-0.43853,주식회사 양산종합건설,24,24/04/18 11:00,경남,2~3년전
[20240419982-00],기초 A값 수의 국도79호선 창녕영산동리 외 1개소 포장도 보수공사 [20240419982-00],포장,지반조성.포장,경상남도 도로관리사업소,경남,"74,300,000","67,545,455","73,603,850",-0.93695,"65,558,630",-0.93130,주식회사 만보건설,500,24/04/18 11:00,경남,2~3년전
[20240418601-00],기초 A값 수의 관내 진북면 일원 하상준설공사 [20240418601-00],토공,지반조성.포장,경상남도 창원시 마산합포구 진북면,창원,"28,800,000","26,181,819","28,549,925",-0.86832,"25,159,960",-0.65089,청원산업개발 주식회사,66,24/04/18 11:00,경남,2~3년전
[20240413094-00],기초 A값 수의 관내 2024년 2분기 의창구 하수도시설 유지보수공사(단가계약 2구역) [20240413094-00],상.하수도,상.하수도,경상남도 창원시 하수도사업소,창원,"150,000,000","136,363,637","151,006,875",0.67125,"133,376,800",0.68580,주식회사 금강지오테크,77,24/04/18 11:00,경남,2~3년전
[20240408367-01],정정 기초 A값 수의 관내 주촌초등학교 주차장 및 운동장 조성 공사 (정정공고) [20240408367-01],포장,지반조성.포장,경상남도김해교육청 주촌초등학교,김해,"186,500,000","169,545,450","186,694,000",0.10402,"165,095,365",0.10500,효원산업 주식회사,61,24/04/18 11:00,경남,2~3년전
[20240417233-00],기초 A값 수의 관내 대동면 주중길 120 하수관로 정비공사 [20240417233-00],상.하수도,상.하수도,경상남도 김해시,김해,"46,530,000","42,300,000","46,354,050",-0.37815,"40,953,160",-0.37150,주식회사 일진토건,59,24/04/17 17:00,경남,2~3년전
[20240417232-00],기초 A값 수의 관내 삼계동 1519-31 일원 도로재포장공사 [20240417232-00],포장,지반조성.포장,경상남도 김해시,김해,"43,500,000","39,545,455","43,444,250",-0.12817,"38,222,783",-0.12330,지수건설 주식회사,62,24/04/17 17:00,경남,2~3년전
[20240419385-00],기초 A값 수의 관내 상호진출 등구 저수지 보수사업 [20240419385-00],토목/토건/철콘/포장/토공/도장/습식.방수/석공/보링.그라우팅.파일,철콘/지반조성.포장/도장.습식.방수.석공,경상남도 함양군 마천면,함양,"48,510,000","44,100,000","48,330,825",-0.36936,"42,609,800",-0.34699,(주)세주건설,34,24/04/17 13:00,경남,2~3년전
[20240418905-00],기초 A값 순공사 초장동 더샵 상수도 인입공사 (긴급공고) [20240418905-00],상.하수도,상.하수도,경상남도 진주시,경남,"354,200,000","322,000,000","357,214,275",0.85100,"316,461,600",0.85520,아남건설주식회사,464,24/04/17 11:00,경남,2~3년전
[20240418836-00],"기초 A값 순공사 12,14블록 노후배수본관 정비공사 (긴급공고) [20240418836-00]",상.하수도,상.하수도,경상남도 진주시,경남,"398,600,000","362,363,637","399,104,275",0.12651,"353,001,400",0.12682,만포개발주식회사,461,24/04/17 11:00,경남,2~3년전
[20240418637-00],기초 수의 관내 술역마을 하수처리구역 내 하수관로 정비공사 수밀시험 및 CCTV조사용역 [20240418637-00],상.하수도/CCTV용역,상.하수도,경상남도 거제시,거제,"24,730,200","22,482,000","24,972,100",0.97815,"22,257,000",2.27190,주식회사 미래환경산업,3,24/04/17 11:00,경남,2~3년전
[20240418403-00],기초 A값 수의 관내 광암해수욕장 시설정비공사 [20240418403-00],상.하수도,상.하수도,경상남도 창원시,창원,"133,000,000","120,909,091","133,522,050",0.39251,"117,905,343",0.42580,주식회사 삼봉건설,79,24/04/17 11:00,경남,2~3년전
[20240416826-00],"기초 A값 순공사 상호진출 궁류지구(다현, 지동, 소화) 급수구역 확장공사 (긴급공고) [20240416826-00]",상.하수도/토목/토건,상.하수도,경상남도 의령군,경남,"448,100,000","407,363,636","443,848,675",-0.94875,"392,573,000",-0.94505,주식회사 선우토건,670,24/04/17 11:00,경남,2~3년전
[20240415711-00],정정 기초 A값 수의 관내 명석 조비(비실)마을 도로 재포장공사 (재입찰) [20240415711-00],포장,지반조성.포장,경상남도 진주시,진주,"40,790,000","37,081,819","40,531,850",-0.63288,"35,707,700",-0.56701,동광산업건설 주식회사,42,24/04/17 11:00,경남,2~3년전
[20240410415-00],기초 A값 수의 관내 2024년 2분기 의창구 하수도시설 유지보수공사(단가계약 1구역) [20240410415-00],상.하수도,상.하수도,경상남도 창원시 하수도사업소,창원,"150,000,000","136,363,637","149,392,875",-0.40475,"131,942,100",-0.40426,주식회사 명보종합건설,80,24/04/17 11:00,경남,2~3년전
[2024-05133],기초 공개 관내 24-00창 오수중계펌프시설 개선공사 [2024-05133],상.하수도,상.하수도,해군군수사령부,창원,"43,512,000","40,348,182","43,451,346",-0.13940,"38,140,240",-0.10311,주식회사 희경,47,24/04/17 10:30,경남,2~3년전
[20240411991-00],기초 A값 수의 관내 진영 본산 308-1번지 일원 인도정비공사 [20240411991-00],포장,지반조성.포장,경상남도 김해시,김해,"34,500,000","31,363,636","34,304,775",-0.56587,"30,180,970",-0.56380,에스알포장건설 주식회사,59,24/04/16 17:00,경남,2~3년전
[20240411989-01],정정 기초 A값 수의 관내 진영 좌곤삼거리 도시계획도로(중3_9호선) 가각 정비공사 (정정공고) [20240411989-01],포장,지반조성.포장,경상남도 김해시,김해,"47,900,000","43,545,455","47,775,500",-0.25992,"42,177,626",-0.23520,주식회사지담건설,64,24/04/16 17:00,경남,2~3년전
[20240414780-00],기초 A값 수의 관내 소액수의 견적제출 안내공고[고운초등학교 주변 보도정비공사 외 1개소] [20240414780-00],포장,지반조성.포장,경상남도 창원시 마산합포구,창원,"29,100,000","26,454,545","29,265,425",0.56847,"26,100,000",0.57497,태왕토건 주식회사,108,24/04/16 15:00,경남,2~3년전
[20240414761-00],기초 A값 수의 관내 소액수의 견적제출 안내공고[진북산업로(마산운전면허시험장) 도로 재포장공사] [20240414761-00],포장,지반조성.포장,경상남도 창원시 마산합포구,창원,"31,210,000","28,372,728","30,866,600",-1.10029,"27,440,221",-1.05012,주식회사 제이엠전문건설,109,24/04/16 15:00,경남,2~3년전
[20240413127-00],기초 A값 수의 관내 정량동 철공단지 일원 하수관로 맨홀 정비공사 [20240413127-00],상.하수도,상.하수도,경상남도 통영시,통영,"48,890,000","44,445,455","48,570,425",-0.65367,"43,045,000",-0.31497,주식회사 미래개발,19,24/04/16 14:00,경남,2~3년전
[20240416536-00],기초 A값 수의 관내 삼문 제방도로 정비공사(포장) [20240416536-00],포장,지반조성.포장,경상남도 밀양시,밀양,"46,180,000","41,981,819","46,127,775",-0.11310,"40,725,218",-0.10591,주식회사 도현산업,44,24/04/16 13:00,경남,2~3년전
[20240414597-00],기초 A값 수의 관내 상호진출 농촌지역 경제살리기 프로젝트(주차장 조성사업)[입찰대행] [20240414597-00],토목/토건/철콘/포장/토공/보링.그라우팅.파일,철콘/지반조성.포장,경상남도 창녕군,창녕,"300,900,000","273,545,455","299,983,800",-0.30449,"265,116,090",-0.25191,엠알이앤씨주식회사,21,24/04/16 13:00,경남,2~3년전
[20240417186-00],기초 A값 수의 관내 율곡농공단지 인도변 정비사업 [20240417186-00],포장,지반조성.포장,경상남도 합천군,합천,"69,190,000","62,900,000","68,931,600",-0.37347,"61,082,000",-0.26117,유한회사성산토건,12,24/04/16 11:00,경남,2~3년전
[20240417096-00],기초 A값 수의 관내 상호진출 연동마을 안길 확포장공사 [20240417096-00],토목/토건/철콘/포장/토공/보링.그라우팅.파일,철콘/지반조성.포장,경상남도 고성군,고성,"144,376,000","131,250,909","143,232,975",-0.79171,"126,908,000",-0.74808,주식회사 명성건설,43,24/04/16 11:00,경남,2~3년전
[20240417081-00],기초 A값 수의 관내 상호진출 가동지구 농업용수개발(저류지) 사업 [20240417081-00],토목/토건/철콘/포장/토공/보링.그라우팅.파일,철콘/지반조성.포장,경상남도 고성군,고성,"156,790,000","142,536,364","156,899,400",0.06977,"138,788,200",0.22090,금강종합건설 주식회사,43,24/04/16 11:00,경남,2~3년전
[20240416930-00],기초 A값 수의 관내 소액수의 견적제출 안내 공고 - 남천 게이트펌프 추가 설치공사 [20240416930-00],철콘/토공,철콘/지반조성.포장,경상남도 창원시 성산구,창원,"129,640,000","117,854,546","129,349,000",-0.22447,"115,382,000",-0.17497,주식회사 대득건설,36,24/04/16 11:00,경남,2~3년전
[20240416883-00],기초 A값 수의 관내 아림초 주변 그린뉴딜 지중화사업 재포장공사 [20240416883-00],포장,지반조성.포장,경상남도 거창군,거창,"93,660,000","85,145,455","93,653,475",-0.00697,"82,630,420",0.10766,보덕건설 주식회사,27,24/04/16 11:00,경남,2~3년전
[20240416857-00],기초 A값 수의 관내 거창초 주변 그린뉴딜 지중화사업 재포장공사 [20240416857-00],포장,지반조성.포장,경상남도 거창군,거창,"114,500,000","104,090,910","115,744,100",1.08655,"102,168,000",1.10325,주식회사 보성산업,27,24/04/16 11:00,경남,2~3년전
[20240416752-00],기초 A값 수의 관내 소액수의 견적제출 안내 공고 - 창이대로(퇴촌삼거리~창원대삼거리) 외 1개소 보도정비공사 [20240416752-00],포장,지반조성.포장,경상남도 창원시 성산구,창원,"90,600,000","82,363,637","91,537,075",1.03429,"81,095,000",1.11023,주식회사 벽진포장건설,109,24/04/16 11:00,경남,2~3년전
[20240416462-00],기초 A값 수의 관내 상호진출 의령 도시계획도로(중로3-2호선) 개설사업(2차분) [20240416462-00],토목/토건/철콘/포장/토공/상.하수도/보링.그라우팅.파일,철콘/지반조성.포장/상.하수도,경상남도 의령군,의령,"288,022,000","261,838,182","288,228,700",0.07176,"254,701,700",0.08478,대하종합건설 주식회사,26,24/04/16 11:00,경남,2~3년전
[20240416038-00],기초 A값 수의 관내 함안천(국가하천) 검암지구 하도준설공사 [20240416038-00],토공,지반조성.포장,경상남도 함안군,함안,"199,720,000","181,563,637","200,708,150",0.49476,"177,666,000",0.69468,대일건설(주),23,24/04/16 11:00,경남,2~3년전
[20240415667-00],기초 A값 수의 관내 일반성 면도102호선 도로 덧씌우기공사 [20240415667-00],포장,지반조성.포장,경상남도 진주시,진주,"34,060,000","30,963,637","33,995,825",-0.18842,"29,927,990",-0.16338,주식회사 세아,48,24/04/16 11:00,경남,2~3년전
[20240415638-00],기초 A값 수의 관내 명석 동신아파트 주변 도시계획도로 덧씌우기공사 [20240415638-00],포장,지반조성.포장,경상남도 진주시,진주,"29,580,000","26,890,909","29,922,375",1.15745,"26,340,580",1.17411,주식회사 제일포장건설,48,24/04/16 11:00,경남,2~3년전
[20240415170-00],기초 A값 수의 관내 양촌마을 구거 정비 공사 [20240415170-00],상.하수도,상.하수도,경상남도 창원시 의창구,창원,"48,130,000","43,754,546","47,477,175",-1.35638,"42,121,840",-1.28650,성창건설 주식회사,74,24/04/16 11:00,경남,2~3년전
[20240415021-00],기초 A값 수의 관내 상호진출 정동 수청마을 도로 확·포장공사(총괄분) (긴급공고) [20240415021-00],토목/토건/철콘/포장/토공/보링.그라우팅.파일,철콘/지반조성.포장,경상남도 사천시,사천,"345,350,000","313,954,546","346,709,850",0.39375,"306,583,830",0.40440,누리건설 주식회사,63,24/04/16 11:00,경남,2~3년전
[20240413451-00],A값 순공사 석계지구 일반하천정비사업 (긴급공고) [20240413451-00],토공,지반조성.포장,경상남도 양산시,경남,"368,600,000","335,090,909","368,009,375",-0.16024,"324,573,821",-0.15710,중흥산업개발 주식회사,317,24/04/16 11:00,경남,2~3년전
[20240408361-00],기초 A값 수의 관내 의창구 소계동 일원 오접정비공사 [20240408361-00],상.하수도,상.하수도,경상남도 창원시 하수도사업소,창원,"146,547,000","133,224,546","145,658,625",-0.60621,"129,026,090",-0.51072,대길건설산업 주식회사,78,24/04/16 11:00,경남,2~3년전
[20240412159-00],정정 기초 A값 수의 관내 입사마을 진입로 재포장공사 (재입찰) [20240412159-00],포장,지반조성.포장,경상남도 함안군,함안,"60,310,000","54,827,273","60,720,325",0.68035,"53,423,560",0.71164,주식회사 명승건설,20,24/04/15 16:00,경남,2~3년전
[20240417188-01],정정 기초 A값 수의 관내 이교양수장 (관이지구) 농업용수관로 정비공사 (정정공고) [20240417188-01],상.하수도,상.하수도,경상남도 산청군,산청,"99,990,000","90,900,000","100,591,225",0.60128,"89,144,000",0.69064,성창토건 주식회사,19,24/04/15 11:00,경남,2~3년전
[20240417187-01],정정 기초 A값 수의 관내 산청시외버스 터미널 주변 도로선형 개량공사 (정정공고) [20240417187-01],포장,지반조성.포장,경상남도 산청군,산청,"67,400,000","61,272,727","67,728,275",0.48705,"59,981,430",0.89399,두산건설 주식회사,23,24/04/15 11:00,경남,2~3년전
[20240417175-00],기초 A값 순공사 수의 상호진출 서하면 거기마을 지방상수도 급수구역 확장사업 [20240417175-00],토목/토건/포장/토공/상.하수도/보링.그라우팅.파일,지반조성.포장/상.하수도,경상남도 함양군,경남,"1,083,140,000","982,287,494","1,093,500,275",0.95650,"966,936,120",0.96090,주식회사 주원건축,823,24/04/15 11:00,경남,2~3년전
[20240415136-01],정정 기초 A값 순공사 [등록기준 사실조사 대상사업] 국도5호선 거제 연초지구 보행자 통행시설 정비사업 (긴급공고) (정정공고) [20240415136-01],포장/금속구조물.창호.온실,지반조성.포장/금속창호.지붕건축물조립,국토교통부 부산지방국토관리청 진주국토관리사무소,경남,"65,190,000","59,263,637","65,047,100",-0.21921,"57,921,900",0.13133,주식회사 티에스건설,11,24/04/15 11:00,경남,2~3년전
[20240413909-00],기초 A값 순공사 진주시 대평마을(2구역) LPG배관망 구축사업 시설공사 (긴급공고) [20240413909-00],토공/가스1종,지반조성.포장/기계가스설비,재단법인 한국엘피지사업관리원,경남,"996,644,000","906,040,000","990,372,675",-0.62925,"889,413,480",-0.5562,주식회사 대원엔지니어링,9,24/04/15 11:00,경남,2~3년전
[20240413760-00],기초 A값 수의 관내 봉수 리도 203호선 아스콘 재포장공사 [20240413760-00],포장,지반조성.포장,경상남도 의령군,의령,"33,960,000","30,872,727","33,818,775",-0.41586,"29,864,100",-0.37482,대보건설 주식회사,14,24/04/15 11:00,경남,2~3년전
[20240413722-00],기초 A값 수의 관내 상호진출 부림 도시계획도로(소로2-103호선) 개설사업 [20240413722-00],토목/토건/철콘/포장/토공/보링.그라우팅.파일,철콘/지반조성.포장,경상남도 의령군,의령,"238,000,000","216,363,636","237,834,625",-0.06949,"210,897,270",-0.02310,태경개발주식회사,31,24/04/15 11:00,경남,2~3년전
